Chinese gloss	Luobuohe, Eastern	Luobuohe, Western	Chuanqiandian	Chuanqiandian, Central Guizhou	Chuanqiandian, Southern Guizhou	Chuanqiandian, Northeast Yunnan	Xiangxi, West	Xiangxi, East	Qiandong, North	Qiandong, East	Qiandong, South	Qiandong, West	Baheng, West	Baheng, East	Dongnu	Nunu	Numao	Bana	Younuo	She	Jiongnai	Mien	Kim Mun	Biao Min	Zao Min
螺蛳	ʔa⁰²ʐəu³³ʁɹəu³³	ʔə⁰²ʐu⁵⁵ʁəu³¹	qu³¹	qɯ⁵⁵	tə³²hu⁵³	tsɿ³³ɢɦau³⁵	qə³⁵	qa⁵³bje⁵⁵	ki³³	ku³⁵ke³³	kwei¹³ɬou⁴⁴	pɔ¹¹kui⁴⁴	qo⁰³lau³⁵	dje³³lo³⁵	ve⁵³tɕə¹³	tɕi¹³tɕʰəu⁴²	ki⁵⁵	ki¹³ki⁵⁵	te⁴⁴leu⁴⁴	nu³¹pʰɔk³⁵taŋ²²	ljo³³	kwei³³	kwei³⁵	kli³³	ki⁴⁴
蚂蟥	tɕin³¹mblei⁵⁵	tɕin³¹mblei⁵⁵	ha⁴³	mpla³¹	mplə¹¹	ʔa⁵⁵ndlɦa¹¹	tɑ³⁵mʐɛ³⁵mʐɛ⁵³	ma³⁵waŋ³¹	kaŋ³³njin¹¹	kan²⁴njin²¹²	kan¹³nji²⁴¹	kæ̃⁴⁴mei²¹	tiŋ³⁵	m̥a³¹³wuŋ³³	po⁵³mpli²³¹	ma³⁵vaŋ⁴²	mpʰai¹³ko³³	ma⁵³hŋ³¹³	kan⁴⁴mi³²	jɔ³¹fun²²	ʍaŋ⁴⁴	ma³¹hoŋ³¹	ma³³vaŋ³³	ma⁵³waŋ³¹	bin⁴²
虫	qo⁰⁵tɕin³¹	ʔə⁰²tɕin³¹	kaŋ⁴³	kõ²⁴	kua³²	pi⁵⁵kaɯ⁵⁵	tɑ³⁵ci³⁵	ke⁵³	kaŋ³³	kan²⁴	kan¹³	kæ̃⁴⁴	qai³⁵	qei³⁵	kjəŋ³³	keŋ³³	kjan³³	keŋ¹³	kan⁴⁴	kiŋ²²	kjen⁴⁴	kɛŋ³³	kjeːŋ³⁵	klɛ³³	tsaŋ⁴⁴
臭虫	tɕin³¹tɕi²⁴qen²⁴	tɕin³¹qʰwɑŋ⁵⁵	mo⁴³la⁴³	kõ²⁴lẽ²⁴	kua³²ʈɪ²¹	pi⁵⁵kaɯ⁵⁵tʂu³³ta⁵⁵	qo³⁵ljɯ⁴⁴ljɯ⁴⁴	tsʰəɯ³³dzuŋ¹³	kaŋ³³qen³³	kan²⁴haŋ⁴⁴	kan¹³tseŋ⁴⁴	kæ̃⁴⁴ɕuŋ⁵⁵	ti⁵⁵	tsʰu³⁵dzuŋ³³	ʔa⁰²ŋkjəŋ³³	ka³³zet³³	kjan³³tsi³³	pi¹³	kə⁰³pe⁴⁴	kwan⁵⁵pi⁵⁵	pi⁴⁴	pe³³	ʔpi³⁵	pi³³	tsaŋ⁴⁴be⁴⁴
虱子	tɕin³¹taŋ⁵⁵	tɕin³¹tɑŋ⁵⁵	to⁵⁵	kõ²⁴tə̃¹³	kua³²toŋ⁴²	tu⁵⁵	tɑ³⁵te⁴⁴	tei⁵⁵	kaŋ³³tɛ³⁵	kan²⁴tei³³	kan¹³to⁵³	kæ̃⁴⁴tei¹³	naŋ³¹	ntaŋ³¹³	ʔa⁰²toŋ⁵³	ka³³toŋ³⁵	tuŋ¹³	ton⁴⁴	ma⁵⁵teu⁴⁴	taŋ⁵⁵	taŋ⁵⁵	tam⁵³	ʔtam⁵¹	dan³⁵	dam²⁴
苍蝇	tɕin³¹muŋ⁵⁵	tɕin³¹moŋ⁵⁵	mau²¹	kõ²⁴mõ³¹	moŋ¹¹	mo⁵⁵mo¹¹	mɑŋ²²ɬje⁵³	maŋ⁵⁵	kaŋ³³ʑu³⁵ka³⁵	kan²⁴le⁴⁴kɛ³³	kan¹³sa⁴⁴	kæ̃⁴⁴læ³³qa¹³	ma¹¹sei⁵³	ma⁰³qa³⁵	ʔa⁰²məŋ²³¹	ka³³məŋ⁴⁴	muŋ⁵³	lje³⁵ka⁴⁴	kan⁴⁴le⁵⁵	ta⁰³muŋ⁵³	məŋ³¹mpu⁴⁴	moŋ²³¹	poːŋ⁴²kjam³¹	mə⁴²	moŋ⁴⁴
蛆	tɕin³¹qləu⁵⁵qa⁵⁵	tɕin³¹tɕʰi³⁵qɑ⁵⁵	kaŋ⁴³qua⁵⁵	qa¹³kõ⁴²	kua⁴⁴	kaɯ⁵⁵kaɯ¹¹	tɑ³⁵ci³⁵qɑ⁴⁴	ke⁵³qa⁵⁵	kaŋ⁴⁴	kan⁴⁴	kan⁴⁴	qa³³kæ̃³³	qai³⁵loŋ⁵³	qei³⁵qa³¹³	ʔa⁰²kjəŋ⁴²	ka³³poŋ¹³	kjan kau¹³	keŋ¹³	ta²¹fan⁵⁴kan⁴⁴	ka⁵⁵juŋ²²kiŋ²²	ka⁵³kjen⁴⁴	gai⁵³kɛŋ³³	kjeːŋ³⁵dai⁵¹		
蚊子	tɕin³¹ʔʑuŋ⁵⁵ma⁵⁵	tɕin³¹ʔȵoŋ⁵⁵	ʑoŋ⁵⁵	kõ²⁴ʑõ²⁴	kua⁴²ʑaŋ⁴²	ki³³ɬi³³	tɑ³⁵mɑŋ²²	maŋ⁵⁵ʑaŋ⁵⁵	kaŋ³³ʑu³⁵ta³⁵lo⁴⁴	kan²⁴ʑeu³³	kan¹³ʑu²⁴¹	kæ̃⁴⁴læ²²	qai³⁵tu³¹lu³⁵	ma⁰³ʑuŋ³¹³	ʔa⁰²ʑau⁵³	ka³³ȵaŋ³⁵	ʑau¹³	bjuŋ⁴⁴	nau³³teu⁵⁴kan⁴⁴le⁵⁵	ta⁰³muŋ⁵³kʰa³¹	ɬa³⁵mjau⁵³	moŋ²³¹ȵai³¹	tau⁵⁵dau⁵¹kjeːŋ³⁵	mə⁴²tɔt⁵³	moŋ⁴⁴tu⁴²du²⁴
蜘蛛	ʔa⁰²ʐa²⁴ʐu⁵⁵	tɕin³¹je³⁵pi⁵⁵	kaŋ⁴³ʐua¹³	ku³¹ʐa²²	kua³²ʐə¹³	kaɯ⁵⁵ʑaɯ¹¹ʂa⁵⁵	po⁵³kɯ³⁵ca⁴²	bja³¹	kaŋ³³ɣa¹³	kan²⁴ʑɛ⁵³	kan¹³ɣe²²	kæ̃ ɣæ²²	qai³⁵ji⁴⁴	qei³⁵wei³¹	ve⁵³ɣi²²		tɕan⁵³vau³³ɣi³¹	ʑa³¹sai¹³	pa³³ɬai⁵⁵	nɔŋ³⁵ku³⁵	mpa¹²ntʃo¹¹	kɛŋ³³ȵo²¹	kjeːŋ³⁵ȵaːu⁵¹	wan³¹	moŋ⁵³ku⁴²tsaŋ²⁴
蚯蚓	tɕin³¹tɕua³¹	tɕin³¹tɕoŋ³¹	tɕaŋ⁴³naŋ⁴³la⁴³	lã³¹tɕã²⁴	kua³²tɕaŋ³²	pi⁵⁵tɕaɯ⁵⁵	tɑ³⁵coŋ³⁵qɑ⁴⁴	nai⁵³tɕaŋ⁵³	kaŋ³³tɕoŋ³³	kan²⁴tɕuŋ²⁴	kan¹³tɕam¹³	kæ̃⁴⁴tɕuŋ⁴⁴	qa⁰³juŋ³⁵	qei³⁵tɕuŋ³⁵	kji³³kjəŋ³³	ka³³te²²	ŋkau⁵³	gaŋ¹³ʑuŋ¹³	ki¹³kjaŋ⁴⁴	ka⁰³juŋ²²	ke⁴⁴jəŋ⁴⁴	naːŋ dzuŋ³³	ʔtoːŋ³¹naːŋ³⁵	ɕuə³³	kai⁴⁴ʑiŋ⁴⁴
蛔虫	tɕin³¹tɕuŋ³¹	tɕin³¹tɕoŋ³¹	plaŋ⁴³tɕaŋ⁴³	lã³¹tɕã²⁴	kua³²tɕaŋ³²sei³⁵	pi⁵⁵tɕaɯ⁵⁵	tɑ³⁵coŋ³⁵	nai⁵³tɕaŋ⁵³	kaŋ³³tɕoŋ³³tɕʰu³³	kan²⁴tɕuŋ²⁴	na³¹tjan³¹kan¹³tɕam¹³	kæ̃⁴⁴tɕuŋ⁴⁴qa¹³	qa⁰³juŋ³⁵	qei³⁵tɕuŋ³⁵	ʔa⁰²ɕi⁵³	ka³³te²²	ŋkau⁵³	gaŋ¹³ʑuŋ¹³	tjaŋ³³kan⁴⁴	ka⁰³juŋ²²tsʰi³¹	ke⁴⁴jəŋ⁴⁴	naːŋ³³dzuŋ³³	doŋ³³tʃim³⁵	ɕuə³³	kai⁴⁴ʑiŋ⁴⁴
蚂蚁	tɕin³¹mby³³	tɕin³¹mbø⁵⁵	ntʂou²⁴	ku³¹mpla²²	kua³²mpʐɔ²¹	ki⁵⁵ndzɦau³¹	tɑ³⁵mpʰa⁴⁴	ma⁵³ȵaŋ³¹tsɿ¹³	kaŋ³³zo¹³	kan²⁴pʰen³³	kan¹³pʰe⁵³	kæ̃⁴⁴mjɔ²²	qa⁰³ȵ̥ei³¹	mpʰje³¹³	ʔa⁰²mpʰi⁵³	ka³³pʰei³⁵	tuŋ³³pʰai¹³	bje⁴⁴	kan⁴⁴pʰe³³	ta⁰³pʰui⁵⁵	mpʰai⁵³	dzjəu⁵³	ʃeu⁵¹	sau³⁵	ʑu²⁴
蜜蜂	tɕin³¹mi⁵⁵	tɕin³¹m̥ei⁵⁵	mo⁵⁵	mõ³¹ʐa²⁴	moŋ⁴²	mu⁵⁵	mɑŋ²²te⁴⁴	mau⁵⁵mi⁵⁵	kaŋ³³va³³	kan²⁴tsi²⁴heŋ²⁴taŋ²²	kan¹³m̥i⁵³	kæ̃⁴⁴me¹¹ɣa⁵⁵	ma¹¹nei³³	ma³¹³m̩³¹³	ʔa⁰²m̥oŋ⁵³	məŋ³⁵	m̥eŋ¹³	tɬe⁴⁴fŋ³¹³tŋ³¹³	toŋ³³kan⁴⁴	ka⁰³mɔ³³	mo⁵³	mui²³¹	ŋwei³¹	mi⁴²	mui⁴⁴
马蜂	qo⁰⁵ŋguŋ³¹	ʔə⁰²ŋgoŋ³¹	mo⁵⁵ntaŋ⁴³	mõ³¹tɬe¹³	ŋkə⁵³	ŋgɦey³⁵	tɑ³⁵ȵtɕɛ³⁵	mau⁵⁵mi⁵⁵qo⁵⁵	kaŋ³³njoŋ⁵⁵	lo²²leŋ²⁴kan²⁴tsi²⁴	kan¹³ɬju¹³	kæ̃⁴⁴ɬe¹³	ŋo³³	ma³¹³ŋ̥a³⁵	ʔa⁰²ȵtɕo¹³	məŋ³⁵	ȵtɕa⁴⁴	tɬe⁴⁴da⁴⁴tu³⁵	kan⁴⁴vji³²kan⁴⁴	tsʰiŋ²²	məŋ³¹ntʃau³³	mui³¹ȵui³¹	ʔtom⁵⁵ʔtai⁵⁵	pɛ⁴²pʰɔŋ³³	
马蜂窝	ʔa⁰²vi⁵⁵ŋguŋ³¹	tə⁰²ji⁵⁵	tou⁴³ŋeu³¹	ʐɛ³¹mõ³¹tɬe¹³	pʐæ⁴²ŋkə⁵³	so³³ŋgɦey³⁵	ʐɯ²²ntoŋ³⁵	mau⁵⁵mi⁵⁵ki⁰³ʑu⁵⁵	tsɛ³⁵kaŋ³³njoŋ⁵⁵		ɣei²⁴¹kan¹³ɬju¹³	pɔ¹¹ɣi²¹kæ̃⁴⁴ɬe¹³	qa⁰³tu³⁵	qʰo⁵⁵ma³¹³	pje⁵³ȵtɕo¹³	ʑoŋ¹³məŋ³⁵	ȵtɕa⁴⁴pjei¹³	ʑa³¹ʑa³¹tɬe⁴⁴	kan⁴⁴vji³²	tsʰiŋ²²ja⁵³	məŋ³¹ŋkja³¹	mui³¹ȵui³¹puŋ³¹	ŋwa³¹koːŋ³⁵ŋwei³¹		
螳螂	pə²⁴laŋ⁵⁵kʰaŋ³¹	ʔə⁰²mpu⁵⁵lɑ⁵⁵	ntʂua²¹	pa¹³lã³¹qə³¹	ȵtɕu⁵⁵tɕu¹¹	tsɿ³³gɦau³⁵tai¹¹	tɑ³⁵tɛ⁴²	lɯ⁵³fu⁵⁵	kaŋ³³ma¹¹ʑo¹¹	maŋ²¹²qaŋ²¹²		kæ̃⁴⁴tɕu³³tɕa³³	qa⁰³ljaŋ⁵³pa³³	ʑau⁵³	kjəŋ³³ʔa⁰²pʰo³³	ka³³sat³⁵	ljau⁵³mjau⁵³	pa⁴⁴ɕu⁴⁴tjo²²	sa¹³jen¹³koŋ⁴⁴tɒ⁴⁴	kja⁵⁵taŋ²²	ke³¹ntjaŋ³⁵kwai³⁵	ku²⁴koːŋ³¹	pa⁰²dʒaŋ³¹	kəu⁴²tin³⁵kəu⁴²	ʔa²²ba⁴⁴ʔa²²ʑe⁴⁴
蜻蜓	tɕin³¹ȵtɕo²⁴	ʔə⁰²ȵɑ³⁵no⁵⁵	qou²¹	ʑã⁵⁵ko³¹	ŋkæ²¹ʑo⁵³	ŋgɦey³⁵tai¹¹	pɑ⁴⁴ʈa²²	dai³¹dai¹³ko⁵³	kaŋ³³ʑə¹¹	kan²⁴ma⁴⁴tʰo²¹²	kan¹³pi²⁴¹	pei³³ʑa²²	qa⁰³qeŋ¹¹	pʰja³¹ʑaŋ³⁵	lə²²ŋkə²²	piaŋ³¹pi²²	ti⁵⁵	liŋ³¹tsʰe¹³		si³¹kɔ⁵⁵	ntə³¹ntin³¹	kɛŋ³³guŋ⁵³	kjeŋ³⁵noŋ⁵¹	glɔ³⁵	ŋaŋ⁵³ŋei⁴²
蝴蝶	tɕin³¹ple²⁴la⁵⁵	tɕin³¹pæ³⁵mpu⁵⁵	mpou³¹kaŋ⁴³ntsi⁴⁴	mõ³¹mpi⁴²	mpei⁴⁴mpu⁵³	pi⁵⁵ntsɿ³³	pɑ⁴⁴pə⁴²	ba³⁵ba³¹	kaŋ³³pa⁵⁵ljə³¹	pu²²ljeu¹³	kan¹³pʰa³⁵lja²²	pa¹³ljaŋ⁵⁵	qa⁰³li⁵⁵ljo³¹	mpei⁵⁵	mplɛ³¹lɛ¹³	ʔpa³⁵	li³³ljau⁵⁵	bi¹³ha¹³	xji⁴⁴ho⁴⁴	pi³⁵pɔ⁵³	kjen⁴⁴sa⁵⁵	kɛŋ³³ʔet⁵⁵	koŋ³³bleu³¹	sui⁵³bja⁴²	baŋ⁴⁴bai⁴⁴
树	qo⁰⁵ntuŋ²⁴	ntoŋ³⁵	ntoŋ⁴⁴	hu²⁴	wa²²	ntau³³	qo³⁵ntu⁵³	ki⁰³du¹³	tə⁴⁴	teu⁴⁴	teu⁴⁴	teu³³	tja³⁵	tsa³⁵	ntau⁴²	ka³³taŋ¹³	ntou⁴⁴	fa¹³	fo⁴⁴	tɔŋ³³	ntɒŋ³⁵	djaŋ²⁴	gjaŋ⁵⁵	djaŋ²⁴	djaŋ⁴²
树干	ntuŋ²⁴tɕi⁵⁵	tə⁰²ʈen³¹ntoŋ³⁵	pen⁵⁵ntoŋ⁴⁴lou²¹	qə⁰²sʰə̃²⁴hu²⁴	laŋ²³²wa²²	ʔa³³tɕaɯ³³ntau³³	qo³⁵ci⁴⁴	ki⁰³gaŋ³⁵du¹³	qa³³tə⁴⁴	qɛ²⁴teu⁴⁴	teu⁴⁴ljəu³¹	teu³³kaŋ³³	qeŋ¹¹tja³⁵		mi²¹ntau⁴²			fa¹³	fo⁴⁴	tɔŋ³³kʰja⁵³	ntɒŋ³⁵tuŋ³¹	djaŋ²⁴sin³³	gjaŋ⁵⁵tiːm¹¹	djaŋ²⁴kɛ³⁵	djaŋ⁴²kaŋ²⁴
樹枝	tə⁰²ʑi⁵⁵ntuŋ²⁴	tə⁰²ʑa⁵⁵ntoŋ³⁵	tɕe¹³ntoŋ⁴⁴	qə⁰²tɕe³¹hu²⁴	tɕe¹¹wa²²	ʔa⁵⁵dʑɦi³¹ntau³³	qo³⁵kɯ²²ntu⁵³	tɕʰua⁵³tɕʰua⁵³	qa³³tɕi¹¹tə⁴⁴	tɕei²¹²teu⁴⁴	qa³³tɕi²⁴¹teu⁴⁴	qa³³tɕi²¹teu³³	qa⁰³qʰa³¹tja³⁵	kei¹¹tsa³⁵	ʔa⁰²tɕe²³¹ntau⁴²	ȵe⁴²ka³³taŋ¹³	ntou⁴⁴tɕei⁵³	tɕa³¹fa¹³	fo⁴⁴kjau³²	tɔŋ³³kʰja⁵³taŋ²²	ntɒŋ³⁵tʃa³¹	djaŋ²⁴gwa³¹	gjaŋ⁵⁵kwa³³	ʔa³³	djaŋ⁴²ki⁴⁴
树梢	ʔa⁰²tɕe²⁴ntuŋ²⁴	ntse³⁵ntoŋ³⁵	qeu²⁴ntoŋ⁴⁴	qə⁰²qə⁵⁵hu²⁴	hə²¹wa²²	ʔa⁵⁵ɳʈʂʅ¹¹ntau³³	qo³⁵ce³⁵ntu⁵³	ki⁰³du¹³ten³³tjen⁵³	qa³³ku³¹tə⁴⁴	ko¹³teu⁴⁴	qa³³tjam¹³teu⁴⁴	qa³³ko⁵³teu³³	ʔa⁰³njɔ³¹tja³⁵		ʔa⁰²ʑə⁵³ntau⁴²	təu³³ka³³taŋ¹³		fa¹³tsin¹³	fo⁴⁴kə⁰³te³³	tɔŋ³³jin³¹	ntɒŋ³⁵³⁵mpjau³¹	djaŋ²⁴tui⁵³	gjaŋ⁵⁵djaŋ⁵¹	djaŋ²⁴dju²⁴mi³⁵	djaŋ⁴²dui²⁴
树根	ʔa⁰²ʑuŋ³¹	tə⁰²qoŋ³¹ʑoŋ³¹	tɕaŋ¹³	qə⁰²tɕã²²hu²⁴	tɕaŋ¹³wa²²	ʔa⁵⁵dʑaɯ⁵⁵ntau³³	qo³⁵tɕoŋ³²	ki⁰⁵sei⁴²du¹³	qa³³tɕoŋ⁵⁵	tɕuŋ²²teu⁴⁴	tɕam³¹	qa³³tɕuŋ⁵⁵	koŋ³³	kuŋ³³	ʔa⁰²kjəŋ¹³ntau⁴²	zak⁴⁴	tɕaŋ⁵⁵	tɕʰuŋ³¹³tɕʰuŋ³¹³	kə⁰³keu³³	toŋ³³kʰjuŋ³¹	ka⁴⁴	kon³³	duːŋ³³	kɔn³³	djaŋ⁴²koŋ⁵³
叶子	tə⁰²mbluŋ³¹	ʔə⁰²mbloŋ³¹	mploŋ³¹	qə⁰²mplõ⁵⁵	mplaŋ⁵³	ʔa³³ndlɦau³⁵ntau³³	qo³⁵nu³¹	ki⁰³mɯ³¹du¹³	qa³³nə⁵⁵	neu²²	neu³¹	qa³³neu⁵⁵teu³³	qa⁰³njaŋ³³	nuŋ³³	mplau¹³	tɕaŋ⁴²taŋ¹³	ŋkjou⁵⁵	dljuŋ³¹³dljuŋ³¹³	mjoŋ¹³	pjɔŋ³¹	mplɒŋ³³	noːm³¹	noːm³³	nan³¹	num⁵³
花	qo⁰⁵ven³¹	ʔə⁰²wen³¹	paŋ³¹	põ⁵⁵	pua⁵³	bɦaɯ³⁵	pei³¹	bei³¹	paŋ⁵⁵	pan²²	pan³¹	pæ̃⁵⁵	pai³³	pei³³	pe¹³	va³³	pan⁵⁵	fa¹³	pan¹³	pʰun³¹	pen³³	pjaŋ³¹	faŋ³³	pjaŋ³¹	pjaŋ⁵³
果子	qo⁰⁵pzi⁵⁵	ʔə⁰²pje⁵⁵/tse⁵⁵	tsi⁵⁵	pi¹³	pei⁴²	tsɿ⁵⁵	qo³⁵pji⁴⁴	pji⁵⁵	tsen³⁵	tsen³⁵	tɕi⁵³	pei¹³	tjei³¹	pjei³¹³	pji⁵³	pi³⁵	pji¹³	pji⁴⁴	pji³³	tɔŋ³³pji⁵⁵	pji⁵³	pjəu⁵³	pjeu⁵¹	pjau³⁵	beu²⁴
芽	tə⁰²mbja²⁴	ʑɑ³¹	kou²¹	qo⁰²lõ²²	ntoŋ⁵⁵mplaŋ⁵³	gau³³	qo³⁵qɛ⁴⁴	ŋa³¹	qa³³tɕʰaŋ³³	ŋa²²ŋa²²	ljan²²neu³¹	pei¹³qa³³tɕʰaŋ⁴⁴	ŋa³⁵	ŋa³⁵	ləŋ²²	ti³⁵ŋa⁴²	ntou⁴⁴tau⁴⁴tuŋ⁵³	ŋa³¹³	tjeu²¹	jin³¹	ŋa³³	ȵa³¹	ȵa³³	ŋa³¹	in⁴⁴
杉树	ntuŋ²⁴ʔa⁰²tɕin³¹	ʔə⁰²tɕin³¹	ntoŋ⁴⁴tɕa⁴³	hu²⁴tɕẽ²⁴	wa²²tɕen³²	hi³³ȵau³³	ntu⁵³cɛ³⁵	sa⁵³m̩³¹	tə⁴⁴tɕi³³	tə⁴⁴tɕi³³	teu⁴⁴tɕi²⁴	teu³³tɕe⁴⁴	tja³⁵tɕiŋ³⁵	tsa³⁵tɕiŋ³⁵	ntau⁴²ʂa³³mu²¹	sa³³mu⁴²	ntou⁴⁴tɕi³³	fa¹³tɕen¹³	fo⁴⁴kiŋ⁴⁴	tsʰaŋ³¹tɔŋ³³	ŋkʰja⁴⁴ntɒŋ³⁵	sa³³mo²²djaŋ²⁴	kjaːm³³gjaŋ⁵⁵	sin³³djaŋ²⁴	him⁴⁴djaŋ⁴²
松树	ntuŋ²⁴ʔa⁰²tsʰuŋ²⁴pzi²⁴	ʔə⁰²tsoŋ³¹pji³⁵	ntoŋ⁴⁴tʰo⁵⁵	sʰu²⁴mã²²	wa²²tɕæ⁴⁴	tʰu⁵⁵	ntu⁵³ɕɯ³⁵	dʑuŋ¹³mu³¹	tə⁴⁴qei³⁵	teu⁴⁴tseŋ²²ɕy⁵³	teu⁴⁴ʑam³¹	teu³³sʰɔ⁴⁴mjaŋ⁵⁵	tja³⁵soŋ³⁵	tsa³⁵ɕuŋ³⁵	ntau⁴²ŋo²¹ʑu¹³		ntou⁴⁴le³¹su³³	fa¹³ko¹³	tʰaŋ³³sui²¹	tsʰuŋ³¹pa³³tɔŋ³³	ʃəŋ³³ntɒŋ³⁵	tsoŋ³¹djaŋ²⁴	toːŋ³³gjaŋ⁵⁵	tsɔŋ³¹m̥ɔ²¹djaŋ²⁴	huŋ⁵³djaŋ⁴²
桃	pzi⁵⁵ʁlei³¹	pje⁵⁵ʁlei³¹	tsi⁵⁵tlua³¹	pi¹³tɬa⁵⁵	pei⁴²ɬa⁵³	tsɿ³³dlɦa³⁵	pji⁴⁴qwa³¹	pji⁵⁵qwei¹³	tsen³⁵ɬen⁵⁵	tsen³³sen²²	tɕi⁵³tɬei³¹	pei¹³ɬue⁵⁵	tjei³¹kwi³³	pjei³¹³kwi³³	pji⁵³tɬi¹³	pi³⁵tɕʰei⁴²	kjai⁵⁵	pji⁴⁴tɬei³¹³	pə⁰³kwai¹³	pji⁵⁵taŋ²²	pji⁵³tu³³	pjəu⁵³kaːu³¹	klaːu³³pjou⁵¹	kla⁴²kla³¹	peu²⁴ko⁵³
李子	pzi⁵⁵kʰo³¹	pje⁵⁵kʰo³¹	tsi⁵⁵kʰeu⁴³	pi¹³kʰə²⁴	pei⁴²li²¹; pei⁴²kə¹³	tsɿ⁵⁵tɕʰey⁵⁵	pji⁴⁴lji⁴⁴	li³¹tsɿ⁵³	tsen³⁵zaŋ¹³	tsen³⁵njan⁵³	tɕi⁵³ɣo³¹	pei¹³mi³³			pji⁵³tɕʰo³³	pi³⁵men³⁵		pji⁴⁴ʔin¹³	sui³³li¹³pji³³	hak⁵⁵taŋ²²	pji⁵³li³¹	pjəu⁵³ɬjaŋ⁵³	pjou⁵¹gjaŋ⁵¹	ka⁴²ɬaŋ³⁵	beu²⁴ʑoŋ²⁴
梨	pzi⁵⁵ja³¹	pje⁵⁵ja³¹	tsi⁵⁵ʐua³¹	pi¹³ʐu⁵⁵	pei⁴²ʐa⁵³	tsɿ⁵⁵zɦa³⁵	pji⁴⁴ʐɑ³¹	pji⁵⁵ʑa¹³	tsen³⁵ɣa⁵⁵	tsen³³ʑa²²	tɕi⁵³ɣo³¹se³⁵	pei¹³ɣa⁵⁵	tjei³¹jei³³	pjei³¹³ve³³	pji⁵³li¹³	pi³⁵li⁴²	ɣau⁵⁵	pji⁴⁴ʑa³¹³	pə⁰³jo¹³pji³³	sa⁵⁵li³¹	pji⁵³ten³³li³³	lai³¹toŋ³³	pjou⁵¹gjei³³	kɔ⁴²lai³¹	beu²⁴ʑai⁵³
橘子	pzi⁵⁵mbjɛ³³	pje⁵⁵mbæ³¹	tsi⁵⁵kaŋ⁴³ntsi²¹	pi¹³qə⁰²ʐã²²ʔõ²⁴	pei⁴²kua³²la¹³mpa⁵⁵	tsɿ⁵⁵mɦo¹¹	pji⁴⁴ljɯ⁴²	tɕy³³huŋ³¹	tsen³⁵qei⁵³lji¹³	tɕy¹³tsɿ³³		qa³³tei⁴⁴pei¹³qaŋ³³	tjei³¹ljeu⁵⁵	tɕu³⁵tsɿ⁰³	pji⁵³le²²	pi³⁵kan³³	lje⁵³ku³³	pji⁴⁴kon¹³tsai⁰⁴	kyn⁴⁴ky¹³	pi²²kaŋ³⁵	pji⁵³kaŋ³⁵	kaːm³³tsai⁵³	kjeːt⁵⁵	dʑu⁴²tsɿ⁵³	koŋ⁴⁴kip⁴⁴
柿子	pzi⁵⁵men⁵⁵	pje⁵⁵men⁵⁵	tsi⁵⁵na²¹	pi¹³me³¹	pei⁴²ɳa⁴²	tsɿ⁵⁵pi³³ɬy⁵⁵	pji⁴⁴mɛ²²	sɿ⁵³tsɿ⁵³	tsen³⁵mi¹¹	tsen³³me²¹²	tɕi⁵³ma²⁴¹	pei¹³mei²¹	tjei³¹lei³¹	sɿ⁵³tsɿ⁰³	pji⁵³mpla³³	pi³⁵ʔʑa³⁵su²²	pu⁴²pje³³	pji⁴⁴ko¹³	sɿ¹³tsɿ⁴⁴	tsʰi⁵⁵taŋ²²	pji⁵³ʃai¹¹	pjəu⁵³tsai²³¹		tɕau⁵³pəi⁴²	beu²⁴tui⁴⁴
葡萄	pzi⁵⁵qen⁵⁵	pje⁵⁵qei⁵⁵	tsi⁵⁵qa⁵⁵	pi¹³qẽ¹³	pei⁴²hæn⁴²	tsɿ⁵⁵ʔa⁵⁵ma⁵³ȵɦu³⁵	pji⁴⁴qɛ⁴⁴	bu¹³dəɯ¹³	tsen³⁵qei³⁵	tsen³³qɛ³³			tjei³¹jiŋ¹¹	pjei³¹³qʰau⁵⁵	pji⁵³ke⁵³	pi³⁵ʔit³⁵	pji¹³kan³³	pji⁴⁴dljeu⁵³	pʰu¹³tʰɒ¹³	pʰu¹³tʰu³¹	pji⁵³ma¹¹ʔe⁴⁴	moŋ³¹mit⁵⁵		ma⁴²ʔat⁵³m̥əi³³pjau³⁵	
竹子	ʔa⁰²ȵo³¹	ʔə⁰²ȵ̥o³¹	ɕoŋ⁴³	tʂə⁵⁵	ʈə²¹	hi⁵⁵tɬo⁵⁵	qo³⁵ɬo⁴⁴	ɬəɯ⁵⁵	ɬʰo³⁵	lou³³	teu⁴⁴ɬau⁵³	teu³³mja²²	po³³	po³³	ɬɔ⁵³	ka³³məŋ³³	tɕan¹³	tɬi¹³	pji⁴⁴	pji²²taŋ²²	pli⁴⁴	ɬau⁵³	lau⁵¹	ɬau³⁵	lau²⁴
藤子	qo⁰⁵ɬi²⁴	tə⁰²m̥oŋ³¹	m̥aŋ⁴³	m̥ã²⁴	ma²²	m̥aɯ⁵⁵	qo³⁵ci⁴⁴	ɬai³³su⁵⁵	pa¹³	pɛ⁵³; lɛ⁴⁴	m̥am¹³	læ³³	m̥a³⁵	m̥a³⁵	ʔa⁰²m̥əŋ³³	muə³³; tɕʰo¹³	tiŋ³³	lai³⁵lai³⁵	fe⁴⁴	me²²tʰiŋ³⁵	m̥e⁴⁴	m̥ei³³	ka⁰²daŋ³³	m̥əi³³	me⁴⁴
